# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jun  7 22:34:14 2015
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
#
rowid,kepoi_name,kepler_name,koi_period,koi_prad,koi_teq,koi_insol
1,K00001.01,Kepler-1 b,2.470613385000,12.85000,1344.0,772.22
2,K00002.01,Kepler-2 b,2.204735365000,16.39000,2025.0,3973.70
3,K00003.01,Kepler-3 b,4.887802706000,4.84000,801.0,97.10
4,K00004.01,,3.849371501000,13.10000,2035.0,4055.29
5,K00005.01,,4.780327766000,7.07000,1396.0,898.71
7,K00006.01,,1.334104268000,50.73000,2166.0,5207.55
8,K00007.01,Kepler-4 b,3.213668628000,4.14000,1507.0,1218.92
9,K00008.01,,1.160153243000,2.00000,1752.0,2229.29
10,K00009.01,,3.719807963000,7.85000,1271.0,616.10
11,K00010.01,Kepler-8 b,3.522498573000,14.83000,1521.0,1264.67
12,K00011.01,,3.747839179000,10.47000,1031.0,266.76
13,K00012.01,Kepler-448 b,17.855219698000,14.63000,942.0,186.24
14,K00013.01,Kepler-13 b,1.763587569000,25.80000,3560.0,37958.27
15,K00014.01,,2.947375658000,5.89000,2405.0,7903.84
16,K00015.01,,3.012476803000,92.01000,2290.0,6499.85
17,K00016.01,,0.895278174000,12.63000,4255.0,77480.31
18,K00017.01,Kepler-6 b,3.234699312000,13.41000,1355.0,797.62
19,K00018.01,Kepler-5 b,3.548465405000,15.28000,1640.0,1708.28
20,K00019.01,,1.203200978000,33.12000,2124.0,4809.16
21,K00020.01,Kepler-12 b,4.437963030000,18.22000,1338.0,757.65
22,K00021.01,,4.288515363000,34.59000,1395.0,895.40
23,K00022.01,Kepler-422 b,7.891448474000,12.24000,1000.0,235.93
24,K00023.01,,4.693305532000,17.99000,1398.0,902.15
25,K00024.01,,2.086076093000,7.70000,1502.0,1203.00
26,K00025.01,,3.132604970000,22.44000,1444.0,1028.81
27,K00026.01,,15.039462910000,12.72000,956.0,197.80
28,K00027.01,,1.141876914000,115.17000,2182.0,5358.79
29,K00028.01,,4.100870444000,83.05000,1412.0,939.61
30,K00031.01,,0.925588053000,45.27000,6642.0,460202.18
31,K00033.01,,0.366197825000,63.09000,9970.0,2335438.28
32,K00041.01,Kepler-100 c,12.815883780000,2.28000,946.0,189.05
33,K00041.02,Kepler-100 b,6.887060370000,1.31000,1163.0,432.81
34,K00041.03,Kepler-100 d,35.333086600000,1.50000,674.0,48.89
35,K00042.01,Kepler-410 A b,17.833682110000,2.47000,859.0,128.66
36,K00043.01,,11.320277960000,621.07000,811.0,102.12
37,K00044.01,,66.467518640000,11.94000,462.0,10.80
38,K00045.01,,6.397189809000,13.98000,981.0,218.59
39,K00046.01,Kepler-101 b,3.487689428000,4.36000,1291.0,656.81
40,K00046.02,Kepler-101 c,6.029795180000,0.91000,1075.0,315.74
41,K00048.01,,23.836805340000,208.11000,919.0,168.28
42,K00049.01,,8.313783059000,2.69000,886.0,145.51
43,K00051.01,,10.431147960000,49.78000,833.0,114.02
44,K00052.01,,2.987862296000,17.74000,1065.0,303.85
45,K00053.01,,3.388886432000,11.50000,1213.0,511.30
46,K00061.01,,1.633460327000,23.30000,1749.0,2211.18
47,K00063.01,Kepler-63 b,9.434151089000,5.57000,789.0,91.83
48,K00064.01,,1.951082340000,10.29000,2007.0,3833.73
50,K00066.01,,0.436282471000,291.72000,5520.0,219414.23
51,K00068.01,,1.000840758000,75.84000,2222.0,5760.53
52,K00069.01,Kepler-93 b,4.726739475000,1.59000,1039.0,275.99
53,K00070.01,Kepler-20 c,10.854097835000,3.03000,765.0,80.88
54,K00070.02,Kepler-20 b,3.696119675000,2.11000,1095.0,340.33
55,K00070.03,Kepler-20 d,77.611598700000,2.62000,397.0,5.87
56,K00070.04,Kepler-20 e,6.098536720000,0.82000,927.0,174.30
57,K00070.05,Kepler-20 f,19.577628600000,0.99000,628.0,36.82
58,K00072.01,Kepler-10 b,0.837491331000,1.45000,1968.0,3545.07
59,K00072.02,Kepler-10 c,45.294317170000,2.28000,521.0,17.41
60,K00074.01,,5.188670548000,4.46000,2118.0,4759.70
61,K00075.01,,105.882392800000,10.50000,596.0,29.76
62,K00076.01,,77.479718800000,8.22000,695.0,55.30
63,K00080.01,,9.250589180000,864.51000,1966.0,3530.57
64,K00081.01,,23.876092290000,10.30000,1480.0,1135.60
65,K00082.01,Kepler-102 e,16.145690772000,2.52000,549.0,21.46
66,K00082.02,Kepler-102 d,10.311737520000,1.40000,638.0,39.04
67,K00082.03,Kepler-102 f,27.453729400000,0.79000,460.0,10.58
68,K00082.04,Kepler-102 c,7.071360760000,0.58000,723.0,64.54
69,K00082.05,Kepler-102 b,5.286954370000,0.49000,797.0,95.21
70,K00084.01,Kepler-19 b,9.286968825000,2.13000,764.0,80.48
71,K00085.01,Kepler-65 c,5.859938722000,2.55000,1236.0,552.06
72,K00085.02,Kepler-65 b,2.154909039000,1.50000,1726.0,2097.40
73,K00085.03,Kepler-65 d,8.131224840000,1.76000,1109.0,357.04
74,K00087.01,Kepler-22 b,289.864456000000,2.17000,267.0,1.21
75,K00088.01,,5.179682557000,2.61000,1043.0,279.62
76,K00089.01,,84.687980800000,5.01000,804.0,98.91
77,K00089.02,,207.582723400000,6.00000,597.0,29.93
78,K00090.01,,0.828206494000,3.95000,2476.0,8879.44
79,K00092.01,,65.704600020000,2.57000,454.0,10.02
80,K00094.01,Kepler-89 d,22.342969585000,9.77000,767.0,81.73
81,K00094.02,Kepler-89 c,10.423677765000,3.66000,989.0,225.89
82,K00094.03,Kepler-89 e,54.319986050000,5.79000,570.0,25.01
83,K00094.04,Kepler-89 b,3.743175556000,1.55000,1391.0,885.02
84,K00097.01,Kepler-7 b,4.885488953000,17.29000,1499.0,1194.10
85,K00098.01,Kepler-14 b,6.790121599000,12.21000,1445.0,1029.51
86,K00099.01,,2190.701035300000,3.12000,109.0,0.03
88,K00100.01,,9.966401450000,17.24000,1578.0,1466.10
89,K00102.01,,1.735136026000,3.76000,1664.0,1813.88
90,K00102.02,,4.068442010000,1.10000,1252.0,580.55
91,K00103.01,,14.910942050000,2.54000,676.0,49.29
92,K00104.01,Kepler-94 b,2.508057352000,2.49000,828.0,111.07
93,K00105.01,,8.981016833000,4.95000,1060.0,298.93
94,K00106.01,,1.612249044000,73.88000,2567.0,10259.57
95,K00107.01,,7.256965224000,3.38000,1167.0,439.18
96,K00108.01,Kepler-103 b,15.965336870000,3.14000,864.0,131.47
97,K00108.02,Kepler-103 c,179.607660200000,5.42000,385.0,5.22
98,K00109.01,,6.414965741000,60.66000,1229.0,539.36
99,K00110.01,,9.940672466000,2.80000,1032.0,267.68
100,K00111.01,Kepler-104 b,11.427545631000,3.08000,972.0,211.16
101,K00111.02,Kepler-104 c,23.668364270000,3.06000,763.0,80.07
102,K00111.03,Kepler-104 d,51.755295760000,3.41000,588.0,28.21
104,K00112.01,,51.079263070000,2.89000,516.0,16.73
105,K00112.02,,3.709213846000,1.24000,1236.0,552.21
106,K00113.01,,386.603052800000,41.50000,297.0,1.84
107,K00114.01,,7.361780440000,35.33000,1342.0,767.22
108,K00115.01,Kepler-105 b,5.412207130000,3.28000,1306.0,686.92
109,K00115.02,Kepler-105 c,7.125945910000,1.88000,1191.0,476.01
110,K00115.03,,3.435878900000,0.65000,1519.0,1257.38
111,K00116.01,Kepler-106 c,13.570766220000,2.35000,796.0,94.89
112,K00116.02,Kepler-106 e,43.844443530000,2.58000,538.0,19.88
113,K00116.03,Kepler-106 b,6.164916960000,0.85000,1035.0,271.63
114,K00116.04,Kepler-106 d,23.980234800000,0.99000,658.0,44.45
115,K00117.01,Kepler-107 e,14.749135180000,3.07000,875.0,138.71
116,K00117.02,Kepler-107 c,4.901438070000,1.84000,1263.0,601.94
117,K00117.03,Kepler-107 b,3.180024635000,1.55000,1460.0,1073.75
118,K00117.04,Kepler-107 d,7.958302160000,1.07000,1075.0,315.94
119,K00118.01,,24.993241930000,2.28000,719.0,63.24
120,K00119.01,Kepler-108 b,49.183949220000,8.97000,706.0,58.63
121,K00119.02,Kepler-108 c,190.321656400000,8.15000,449.0,9.65
122,K00120.01,,20.545527990000,31.09000,732.0,67.93
123,K00121.01,,8.811091770000,191.95000,1399.0,904.92
124,K00122.01,Kepler-95 b,11.523069953000,3.13000,934.0,179.56
125,K00123.01,Kepler-109 b,6.481628092000,2.29000,1150.0,412.93
126,K00123.02,Kepler-109 c,21.222585250000,2.50000,774.0,84.98
127,K00124.01,Kepler-110 b,12.691052090000,2.96000,1067.0,306.75
128,K00124.02,Kepler-110 c,31.719824980000,3.54000,786.0,90.37
129,K00125.01,,38.478757067000,13.44000,484.0,13.01
130,K00126.01,,33.803676280000,21.02000,745.0,72.71
131,K00126.02,,0.875194285000,1.21000,2518.0,
132,K00127.01,Kepler-77 b,3.578780551000,10.43000,1144.0,405.36
133,K00128.01,Kepler-15 b,4.942783399000,10.77000,1008.0,244.42
134,K00129.01,,24.669195690000,12.30000,832.0,113.20
135,K00129.02,,143.211093620000,,,
136,K00130.01,,34.193598286000,22.27000,778.0,86.74
137,K00131.01,,5.014234575000,10.53000,1284.0,642.33
138,K00132.01,,10.810131693000,14.25000,985.0,222.68
139,K00133.01,,4.618767176000,7.97000,1170.0,442.78
140,K00134.01,,67.595222900000,12.28000,588.0,28.20
141,K00135.01,Kepler-43 b,3.024092548000,12.10000,1475.0,1120.06
142,K00136.01,,15.663884670000,23.45000,1060.0,298.77
143,K00137.01,Kepler-18 c,7.641571533000,4.98000,899.0,154.25
144,K00137.02,Kepler-18 d,14.858912687000,5.96000,720.0,63.52
145,K00137.03,Kepler-18 b,3.504687554000,2.11000,1165.0,435.21
146,K00138.01,,48.937876150000,26.20000,771.0,83.59
147,K00139.01,Kepler-111 c,224.778209300000,7.52000,323.0,2.56
148,K00139.02,Kepler-111 b,3.341802938000,1.75000,1311.0,698.74
149,K00140.01,,19.978714770000,9.16000,1406.0,924.81
150,K00141.01,,2.624234598000,5.14000,1153.0,417.70
151,K00142.01,Kepler-88 b,10.916108342000,3.93000,758.0,78.19
152,K00142.02,,339.429340840000,,,
153,K00143.01,,22.651187900000,8.95000,919.0,168.50
154,K00144.01,,4.176255514000,3.22000,878.0,140.17
155,K00145.01,,102.963938600000,39.88000,797.0,95.40
156,K00146.01,,8.667829234000,89.11000,1303.0,681.39
157,K00147.01,,145.562713400000,67.51000,387.0,5.33
158,K00148.01,Kepler-48 b,4.778004028000,1.89000,922.0,170.81
159,K00148.02,Kepler-48 c,9.673953474000,2.61000,729.0,66.60
160,K00148.03,Kepler-48 d,42.896055050000,2.02000,443.0,9.14
161,K00149.01,,14.557317050000,5.04000,932.0,178.02
162,K00150.01,Kepler-112 b,8.408876951000,2.72000,914.0,164.66
163,K00150.02,Kepler-112 c,28.574264900000,2.80000,608.0,32.23
164,K00151.01,,13.447189600000,5.09000,848.0,122.34
165,K00152.01,Kepler-79 d,52.090816020000,5.70000,542.0,20.34
166,K00152.02,Kepler-79 c,27.402320890000,2.96000,671.0,47.91
167,K00152.03,Kepler-79 b,13.484586650000,2.73000,850.0,123.31
168,K00152.04,Kepler-79 e,81.063494200000,2.23000,467.0,11.28
169,K00153.01,Kepler-113 c,8.925076369000,2.54000,624.0,35.82
170,K00153.02,Kepler-113 b,4.754001150000,1.90000,770.0,82.90
171,K00154.01,,30.009089160000,,,
172,K00155.01,,5.660672935000,3.80000,1190.0,474.61
173,K00156.01,Kepler-114 c,8.041331208000,1.28000,507.0,15.64
174,K00156.02,Kepler-114 b,5.188561757000,1.00000,587.0,28.04
175,K00156.03,Kepler-114 d,11.776138457000,2.05000,447.0,9.42
176,K00157.01,Kepler-11 c,13.024928190000,2.94000,786.0,90.10
177,K00157.02,Kepler-11 d,22.687141050000,3.26000,653.0,42.95
178,K00157.03,Kepler-11 e,31.995506240000,3.89000,582.0,27.17
179,K00157.04,Kepler-11 f,46.685802400000,2.74000,513.0,16.41
180,K00157.05,Kepler-11 g,118.378379000000,3.46000,376.0,4.75
181,K00157.06,Kepler-11 b,10.304004970000,1.85000,849.0,122.98
182,K00158.01,,5.801828694000,6.82000,1491.0,1168.82
183,K00159.01,Kepler-115 c,8.990888710000,2.31000,939.0,183.99
184,K00159.02,Kepler-115 b,2.403643296000,0.99000,1459.0,1071.38
185,K00160.01,,13.738091560000,3.95000,912.0,163.52
186,K00161.01,,3.105508189000,2.66000,1016.0,251.89
187,K00162.01,,14.006406070000,2.80000,767.0,81.73
188,K00163.01,,11.119906530000,1.84000,636.0,38.71
189,K00164.01,,4.464549390000,3.46000,1602.0,1555.36
190,K00165.01,,13.221757600000,2.86000,667.0,46.69
191,K00166.01,,12.493413070000,2.01000,642.0,40.16
192,K00167.01,,4.919583795000,2.43000,1264.0,603.54
193,K00168.01,Kepler-23 c,10.742427660000,3.15000,1023.0,259.20
194,K00168.02,Kepler-23 d,15.274382290000,2.28000,910.0,162.22
195,K00168.03,Kepler-23 b,7.106943850000,1.93000,1174.0,449.39
196,K00169.01,,11.702195480000,2.21000,722.0,64.08
197,K00170.01,,15.608597960000,5.83000,1419.0,958.55
198,K00171.01,Kepler-116 b,5.968717469000,2.78000,1184.0,465.23
199,K00171.02,Kepler-116 c,13.071489000000,1.85000,912.0,163.73
200,K00172.01,Kepler-69 b,13.722371040000,2.28000,746.0,73.16
201,K00172.02,Kepler-69 c,242.467120000000,1.74000,286.0,1.59
202,K00173.01,,10.060825670000,2.89000,946.0,189.36
203,K00174.01,,56.354185760000,2.20000,333.0,2.91
204,K00175.01,,6.714256415000,3.45000,1141.0,401.04
205,K00176.01,,30.229104000000,2.35000,679.0,50.37
206,K00177.01,,21.060756470000,1.94000,685.0,52.10
207,K00178.01,,6.142818720000,1.51000,1174.0,448.73
208,K00179.01,,20.740284130000,3.29000,702.0,57.49
209,K00179.02,,572.383277000000,3.78000,232.0,0.69
210,K00180.01,,10.045569313000,2.28000,782.0,88.61
211,K00181.01,,5.093938656000,17.62000,1137.0,395.38
212,K00182.01,,3.479425021000,13.17000,1170.0,443.65
213,K00183.01,Kepler-423 b,2.684328485000,12.43000,1291.0,655.98
214,K00184.01,,7.300735329000,13.79000,1095.0,339.96
215,K00185.01,,23.210509856000,98.26000,599.0,30.48
216,K00186.01,,3.243259796000,13.63000,1299.0,672.53
217,K00187.01,,30.882538731000,15.79000,592.0,29.12
218,K00188.01,Kepler-425 b,3.797018335000,9.94000,972.0,211.29
219,K00189.01,,30.360446671000,11.31000,459.0,10.47
220,K00190.01,,12.264873059000,15.75000,875.0,138.61
221,K00191.01,,15.358768403000,11.31000,686.0,52.24
222,K00191.02,,2.418405445000,2.79000,1270.0,614.95
223,K00191.03,,0.708620008000,1.25000,1915.0,3178.07
224,K00191.04,,38.651997600000,2.62000,504.0,15.27
225,K00192.01,Kepler-427 b,10.290993755000,9.83000,884.0,144.34
226,K00193.01,,37.590302740000,14.82000,573.0,25.53
227,K00194.01,,3.120829229000,14.51000,1303.0,680.79
228,K00195.01,Kepler-426 b,3.217518593000,11.68000,1200.0,489.84
229,K00196.01,Kepler-41 b,1.855557540000,10.24000,1436.0,1004.89
230,K00197.01,,17.276296119000,8.34000,587.0,27.98
231,K00198.01,,87.242332480000,16.70000,390.0,5.49
232,K00199.01,,3.268695154000,12.13000,1422.0,967.13
233,K00199.02,,8.784845540000,1.82000,1023.0,259.36
234,K00200.01,Kepler-74 b,7.340714746000,14.41000,1155.0,421.03
235,K00201.01,,4.225384512000,9.16000,1118.0,369.43
236,K00202.01,Kepler-412 b,1.720861324000,12.53000,1681.0,1887.96
237,K00203.01,Kepler-17 b,1.485710952000,14.80000,1561.0,1404.81
238,K00204.01,Kepler-44 b,3.246732651000,12.71000,1460.0,1072.70
239,K00205.01,,11.720122660000,8.14000,660.0,44.89
240,K00206.01,Kepler-433 b,5.334083460000,7.93000,1149.0,412.27
241,K00208.01,,3.003876581000,11.42000,1433.0,995.65
242,K00209.01,Kepler-117 c,50.790346190000,9.16000,580.0,26.80
243,K00209.02,Kepler-117 b,18.795900480000,6.04000,808.0,100.91
244,K00210.01,,20.927362973000,18.10000,735.0,69.08
245,K00211.01,,124.035905460000,10.41000,414.0,6.93
246,K00212.01,,5.695902365000,6.88000,1043.0,279.61
247,K00213.01,,48.118814675000,45.50000,490.0,13.60
248,K00214.01,Kepler-424 b,3.311864499000,9.13000,1158.0,424.48
249,K00215.01,,42.943866740000,56.74000,520.0,17.26
250,K00216.01,Kepler-118 c,20.172023866000,7.19000,619.0,34.80
251,K00216.02,Kepler-118 b,7.518494790000,1.67000,861.0,129.65
252,K00217.01,Kepler-71 b,3.905081985000,13.14000,1046.0,282.59
253,K00218.01,,18.692862030000,15.72000,529.0,18.52
254,K00219.01,,8.025118213000,4.02000,760.0,79.04
255,K00220.01,Kepler-119 b,2.422084448000,3.60000,1214.0,513.44
256,K00220.02,Kepler-119 c,4.125120930000,0.90000,1017.0,252.62
257,K00221.01,,3.413036221000,4.55000,986.0,223.72
258,K00221.02,,5.896610900000,0.80000,822.0,108.13
259,K00222.01,Kepler-120 b,6.312503728000,2.06000,576.0,26.01
260,K00222.02,Kepler-120 c,12.794550620000,1.64000,455.0,10.15
261,K00223.01,Kepler-121 b,3.177414418000,2.47000,1008.0,244.18
262,K00223.02,Kepler-121 c,41.008118300000,2.69000,430.0,8.08
263,K00224.01,,3.979871262000,49.58000,1173.0,446.89
264,K00225.01,,0.838597488000,31.69000,2013.0,3883.49
265,K00226.01,,8.308649370000,1.97000,700.0,56.78
266,K00227.01,,17.657378380000,2.45000,350.0,3.55
267,K00229.01,,3.573203671000,5.95000,1211.0,507.91
268,K00230.01,,4.702495288000,38.55000,981.0,219.08
269,K00231.01,,119.839971200000,57.48000,265.0,1.17
270,K00232.01,Kepler-122 c,12.465995556000,4.66000,804.0,98.96
271,K00232.02,Kepler-122 b,5.766166580000,1.84000,1040.0,276.44
272,K00232.03,Kepler-122 d,21.587887500000,1.52000,670.0,47.58
273,K00232.04,Kepler-122 e,37.996398100000,1.93000,555.0,22.39
274,K00232.05,Kepler-122 f,56.258788500000,1.81000,487.0,13.27
275,K00233.01,,1.824649322000,6.66000,1508.0,1222.28
276,K00234.01,,9.613753560000,3.46000,931.0,177.26
277,K00235.01,,5.632528453000,2.10000,841.0,118.31
278,K00236.01,,5.776753200000,12.44000,954.0,195.79
279,K00237.01,,8.508324398000,2.57000,906.0,159.10
280,K00238.01,Kepler-123 b,17.232316860000,2.51000,774.0,85.06
281,K00238.02,Kepler-123 c,26.695165900000,1.31000,669.0,47.48
282,K00238.03,,362.996600000000,1.86000,280.0,1.46
283,K00239.01,,5.640677572000,4.11000,1085.0,327.41
284,K00239.02,,3.622696060000,1.45000,1257.0,589.50
285,K00240.01,,4.286864310000,4.07000,1209.0,504.73
286,K00241.01,Kepler-124 c,13.821393060000,2.20000,584.0,27.50
287,K00241.02,Kepler-124 d,30.950760800000,1.26000,446.0,9.38
288,K00241.03,Kepler-124 b,3.410454240000,0.80000,931.0,177.77
289,K00242.01,,7.258447213000,5.70000,879.0,141.30
290,K00243.01,,2.637576278000,903.99000,1385.0,868.86
291,K00244.01,Kepler-25 c,12.720374354000,4.51000,941.0,185.61
292,K00244.02,Kepler-25 b,6.238534771000,2.64000,1193.0,479.56
293,K00245.01,Kepler-37 d,39.792237920000,1.88000,456.0,10.21
294,K00245.02,Kepler-37 c,21.301991090000,0.71000,562.0,23.50
295,K00245.03,Kepler-37 b,13.366930900000,0.27000,656.0,43.71
296,K00245.04,Kepler-37 e,51.206903030000,,,
297,K00246.01,Kepler-68 b,5.398753927000,2.29000,1146.0,407.74
298,K00246.02,Kepler-68 c,9.605038670000,0.92000,946.0,189.30
299,K00247.01,,13.815052130000,1.99000,385.0,5.18
300,K00248.01,Kepler-49 b,7.203850636000,2.23000,493.0,13.94
301,K00248.02,Kepler-49 c,10.912748070000,2.63000,429.0,8.03
302,K00248.03,Kepler-49 d,2.576569689000,1.54000,694.0,54.85
303,K00248.04,Kepler-49 e,18.596043100000,1.30000,359.0,3.94
304,K00249.01,,9.549275422000,1.82000,372.0,4.55
305,K00250.01,Kepler-26 b,12.282999719000,2.89000,427.0,7.87
306,K00250.02,Kepler-26 c,17.251200110000,2.82000,381.0,5.00
307,K00250.03,Kepler-26 d,3.543917895000,1.23000,646.0,41.25
308,K00250.04,Kepler-26 e,46.827714000000,2.11000,273.0,1.32
309,K00251.01,Kepler-125 b,4.164383815000,2.71000,596.0,29.90
310,K00251.02,Kepler-125 c,5.774422090000,0.85000,535.0,19.38
311,K00252.01,,17.604606280000,2.63000,355.0,3.76
312,K00253.01,,6.383163462000,2.59000,523.0,17.74
313,K00253.02,,20.618106600000,1.40000,354.0,3.72
314,K00254.01,Kepler-45 b,2.455240620000,11.03000,730.0,67.18
315,K00255.01,,27.521979940000,2.51000,313.0,2.26
316,K00255.02,,13.603082000000,0.68000,395.0,5.77
317,K00256.01,,1.378651791000,1687.90000,729.0,66.79
318,K00257.01,,6.883405500000,2.67000,1086.0,329.27
319,K00258.01,,4.157439616000,41.54000,1533.0,1304.45
320,K00259.01,,79.996212470000,27.76000,602.0,31.05
321,K00260.01,Kepler-126 b,10.495677520000,1.54000,1017.0,253.10
322,K00260.02,Kepler-126 d,100.282869300000,2.47000,479.0,12.48
323,K00260.03,Kepler-126 c,21.869676170000,1.56000,796.0,95.05
324,K00261.01,Kepler-96 b,16.238467767000,2.27000,682.0,51.06
325,K00262.01,Kepler-50 b,7.812858400000,1.54000,1198.0,487.11
326,K00262.02,Kepler-50 c,9.376643250000,1.82000,1127.0,381.61
327,K00263.01,,20.719519770000,2.32000,827.0,110.74
328,K00264.01,,4.029813779000,1.93000,1479.0,1132.21
329,K00265.01,,3.568096926000,1.22000,1345.0,774.71
330,K00266.01,,25.308897480000,2.36000,862.0,130.61
331,K00266.02,,47.743603300000,1.82000,698.0,56.05
332,K00267.01,,165.755970000000,15049.80000,398.0,5.96
333,K00268.01,,110.378289600000,3.03000,470.0,11.56
334,K00269.01,,18.011676650000,1.75000,893.0,150.48
335,K00270.01,Kepler-449 b,12.582279900000,1.57000,923.0,171.32
336,K00270.02,Kepler-449 c,33.672769620000,1.89000,665.0,46.12
337,K00271.01,Kepler-127 d,48.630389760000,2.54000,593.0,29.33
338,K00271.02,Kepler-127 c,29.393269820000,2.42000,702.0,57.38
339,K00271.03,Kepler-127 b,14.435943970000,1.46000,890.0,148.23
340,K00272.01,,1.281328525000,2.32000,1565.0,1419.33
341,K00273.01,,10.573757029000,1.86000,848.0,122.08
342,K00274.01,Kepler-128 b,15.089601740000,1.43000,971.0,209.90
343,K00274.02,Kepler-128 c,22.802980800000,1.42000,846.0,120.93
344,K00275.01,Kepler-129 b,15.791937250000,2.30000,903.0,156.86
345,K00275.02,Kepler-129 c,82.200010500000,2.40000,521.0,17.39
346,K00276.01,,41.746003920000,2.42000,585.0,27.66
347,K00277.01,Kepler-36 c,16.231920040000,3.94000,928.0,175.21
348,K00277.02,Kepler-36 b,13.849842830000,1.48000,978.0,216.54
349,K00279.01,Kepler-450 b,28.454920880000,5.93000,767.0,81.96
350,K00279.02,Kepler-450 c,15.413085810000,2.49000,941.0,185.51
351,K00279.03,Kepler-450 d,7.514470400000,0.89000,1196.0,483.57
352,K00280.01,,11.872900829000,1.94000,861.0,129.67
353,K00281.01,,19.556594180000,2.53000,794.0,94.03
354,K00282.01,Kepler-130 c,27.508675190000,2.85000,660.0,44.75
355,K00282.02,Kepler-130 b,8.457467070000,1.03000,977.0,215.58
356,K00282.03,Kepler-130 d,87.517436100000,1.37000,448.0,9.56
357,K00283.01,Kepler-131 b,16.091971760000,1.98000,700.0,56.65
358,K00283.02,Kepler-131 c,25.517064600000,0.77000,600.0,30.65
359,K00283.03,,9.488201100000,0.67200,856.1,
360,K00284.01,Kepler-132 d,18.010175540000,1.41000,738.0,70.21
361,K00284.02,Kepler-132 c,6.414905150000,1.24000,1042.0,278.29
362,K00284.03,Kepler-132 b,6.178282550000,1.04000,1055.0,292.35
363,K00284.04,,110.286937400000,1.14000,404.0,6.27
364,K00285.01,Kepler-92 b,13.748826300000,3.58000,978.0,216.31
365,K00285.02,Kepler-92 c,26.723205990000,2.37000,784.0,89.14
366,K00285.03,Kepler-92 d,49.356884900000,1.99000,639.0,39.31
367,K00286.01,,23.627120000000,3.70000,1358.0,804.44
368,K00287.01,,14.170971150000,20.47000,1287.0,647.93
369,K00288.01,,10.275317080000,3.17000,1219.0,522.13
370,K00289.01,,26.629462760000,2.94000,718.0,62.88
371,K00289.02,,296.637865000000,7.18000,322.0,2.53
372,K00290.01,,2.683396375000,3.06000,1820.0,2594.09
373,K00291.01,Kepler-133 c,31.517802020000,2.94000,683.0,51.39
374,K00291.02,Kepler-133 b,8.130004570000,1.87000,1073.0,312.97
375,K00292.01,Kepler-97 b,2.586638081000,1.60000,1331.0,742.57
376,K00293.01,,4.639610090000,1.46000,1478.0,1128.57
377,K00294.01,,34.435879750000,1.98000,585.0,27.67
378,K00295.01,Kepler-134 b,5.317435416000,2.58000,1306.0,687.55
379,K00295.02,Kepler-134 c,10.105753030000,1.63000,1054.0,292.12
380,K00296.01,,28.862355840000,2.19000,639.0,39.34
381,K00297.01,,5.651796050000,1.49000,1233.0,546.32
382,K00298.01,,19.963713180000,1.75000,671.0,47.97
383,K00298.02,,57.383966800000,1.68000,472.0,11.73
384,K00299.01,Kepler-98 b,1.541676628000,1.82000,1437.0,1007.55
385,K00300.01,,2.976012156000,1.61000,1548.0,1356.46
386,K00301.01,Kepler-135 b,6.002535939000,1.72000,1183.0,462.88
387,K00301.02,Kepler-135 c,11.448594600000,1.07000,954.0,196.08
388,K00302.01,,24.854624150000,4.97000,933.0,178.98
389,K00302.02,,53.344180380000,,,
390,K00303.01,,60.928322710000,2.87000,474.0,11.97
391,K00304.01,,8.512035877000,4.38000,1252.0,580.47
392,K00304.02,,5.518171200000,1.05000,1446.0,1034.34
393,K00305.01,Kepler-99 b,4.603578042000,1.88000,822.0,107.66
394,K00306.01,,24.307894600000,2.11000,535.0,19.39
395,K00307.01,,19.674161240000,1.57000,709.0,59.77
396,K00307.02,,5.211042610000,1.05000,1104.0,351.69
397,K00308.01,,35.597139820000,2.98000,613.0,33.49
398,K00309.01,,1.633114835000,0.46000,1083.0,324.97
399,K00311.01,,66.154495800000,3.33000,315.0,2.33
400,K00312.01,Kepler-136 b,11.578911400000,1.97000,912.0,163.29
401,K00312.02,Kepler-136 c,16.399256100000,1.80000,812.0,102.70
402,K00313.01,Kepler-137 c,18.735755790000,2.15000,580.0,26.70
403,K00313.02,Kepler-137 b,8.436393640000,1.66000,756.0,77.27
404,K00314.01,Kepler-138 c,13.781093440000,1.33000,398.0,5.95
405,K00314.02,Kepler-138 d,23.089018390000,1.52000,335.0,2.99
406,K00314.03,Kepler-138 b,10.313206430000,0.58000,439.0,8.75
407,K00315.01,,35.583554580000,2.30000,403.0,6.22
408,K00316.01,Kepler-139 b,15.771115830000,2.73000,768.0,82.18
409,K00316.02,Kepler-139 c,157.065480200000,2.81000,357.0,3.84
410,K00316.03,,7.305699922000,1.95000,992.0,229.13
411,K00317.01,,22.208132140000,3.71000,940.0,184.67
412,K00318.01,,38.584228490000,4.76000,652.0,42.78
413,K00319.01,,46.151169200000,10.63000,710.0,59.95
414,K00320.01,,4.791802688000,145.90000,1564.0,1414.66
415,K00321.01,Kepler-406 b,2.426300839000,1.32000,1306.0,688.67
